target,Prevotella,Faecalibacterium,Klebsiella,Roseburia,Bifidobacterium,Enterobacter,Clostridium,Oscillibacter,Azospirillum,Akkermansia,Ruminococcus,Subdoligranulum,Bilophila,Blautia,Lachnoclostridium,Actinomyces,Desulfovibrio,Coprococcus,Butyricicoccus,Anaerotruncus,Streptococcus,Eggerthella,Acidaminococcus,Butyrivibrio,Flavonifractor,Pyramidobacter,Veillonella,Acidiphilium,Dorea,Ruminiclostridium,Intestinimonas,Peptoclostridium,Coprobacillus,Porphyromonas,Pseudoflavonifractor,Paenibacillus,Holdemania,Tyzzerella,Marvinbryantia,Enterococcus,Oribacterium,Treponema,Robinsoniella
hyper,0.002336183,0.289779167,0.002109969,0.032867929,0.019178468,2.61726e-4,0.018712425,0.005891318,2.07e-6,3.02e-6,0.002217245,0.005660404,0.005967537,0.009207473,0.002441068,8.85e-5,0.00613962,6.26153e-4,4.68596e-4,6.30063e-4,8.87e-5,2.69376e-4,7.96e-5,3.33838e-4,8.96124e-4,1.03167e-4,2.37e-5,2.17e-6,6.23979e-4,7.96297e-4,5.03515e-4,5.57003e-4,7.01e-5,1.14233e-4,5.69849e-4,1.74749e-4,2.76253e-4,1.67026e-4,3.3095e-4,1.14347e-4,2.49389e-4,2.01019e-4,7.6e-5
control,0.004012976,0.086405701,8.44e-5,0.017841154,0.001442332,5.16e-5,0.016516237,0.021183071,7.19e-6,6.5522e-4,0.010897995,0.010641883,0.011034934,0.003784379,0.003135528,1.42316e-4,1.58914e-4,9.79469e-4,6.14434e-4,0.001068111,6.88e-5,4.48325e-4,1.12666e-4,5.09782e-4,3.00685e-4,7.95e-5,9.18e-5,2.66e-5,9.08157e-4,0.001698145,6.7855e-4,7.2524e-4,7.01e-5,2.86677e-4,7.38368e-4,4.17504e-4,4.70307e-4,2.29516e-4,1.97804e-4,2.14544e-4,2.39361e-4,1.80559e-4,1.62399e-4
hyper,0.152704626,0.101024077,3.89e-5,0.003025749,0.026847949,2.57012e-4,0.022793252,0.028962585,9.51e-6,3.07415e-4,0.003711167,0.006815056,0.021147456,0.002227343,0.002714524,1.51364e-4,7.41018e-4,0.001053979,2.85902e-4,7.6968e-4,6.78e-5,0.002487821,2.788e-4,2.91083e-4,0.001791768,6.18e-5,5.05e-5,4.23e-6,0.001219188,6.09752e-4,4.8265e-4,6.57045e-4,3.66e-5,2.73578e-4,4.58767e-4,1.39737e-4,3.5292e-4,1.93658e-4,1.408e-4,1.25384e-4,1.68329e-4,2.52079e-4,6.43e-5
hyper,0.007022569,0.09027312,3.29733e-4,7.82644e-4,0.001668192,1e-5,0.012783006,0.001348241,1.14e-5,1.96e-5,0.001223026,0.001161097,4.74e-6,0.001935224,0.003864646,2.23454e-4,7.79e-6,2.14606e-4,0.001956707,1.66221e-4,8.04e-5,5.07636e-4,2.18e-5,2.14447e-4,0.001481549,5.52e-6,1.00115e-4,1.94e-6,7.7528e-4,1.35534e-4,5.37e-5,2.46649e-4,3.29e-5,3.85956e-4,1.36405e-4,4.27e-5,1.48089e-4,3.25258e-4,3.97e-5,3.7187e-4,6.97e-5,4.3e-5,1.7e-5
control,0.004953455,0.005685466,2.47e-5,0.009145175,2.16759e-4,2.93e-6,0.013342932,0.011879471,4.84e-6,6.04e-5,0.003366497,3.89861e-4,0.004043831,0.00150761,0.00278237,1.32e-5,5.19e-5,7.66748e-4,1.48265e-4,2.44646e-4,1.11359e-4,1.38017e-4,8.36e-5,2.50303e-4,2.75919e-4,1.65e-5,7.65378e-4,9.22e-6,5.88976e-4,4.4351e-4,9.97e-5,2.71817e-4,8.6700000000000007e-05,6.87589e-4,1.53428e-4,9.54e-5,6.3e-5,1.09595e-4,8.65e-5,9.97e-5,9e-5,8.98e-5,4.63e-5
hyper,0.512421546,0.037456141,5.30118e-4,0.007079097,1.18991e-4,1.9023e-4,0.008986649,0.011322858,2.52e-5,5.31e-5,0.005057713,0.0023174,0.00267899,8.62608e-4,0.001794433,6.92e-6,3.12408e-4,3.74972e-4,5.18465e-4,3.29945e-4,7.3e-5,6.84e-5,3.65e-5,3.89412e-4,1.43823e-4,3.04e-5,5.52e-5,2.66e-5,6.33933e-4,5.67142e-4,2.95457e-4,1.84871e-4,3.19e-5,6.09568e-4,2.30712e-4,1.45509e-4,1.70439e-4,1.10317e-4,1.02534e-4,1.21553e-4,1.12142e-4,1.40937e-4,7.43e-5
hyper,0.561493306,0.001306781,1.07e-5,0.001014074,0.001217864,2.32e-6,0.049564049,1.8629e-4,3.38e-6,9.52e-6,8.64982e-4,1.12927e-4,7.55e-5,0.00104917,0.003652697,9.09e-5,1.54e-5,5.13439e-4,1.43e-5,4.61e-5,4.46e-5,2.96e-5,9.95e-5,3.45729e-4,2.24e-5,1.25e-6,7.01e-5,1.5e-7,8.10051e-4,1.38579e-4,2.62e-5,2.63046e-4,2.1e-5,0.001081511,2.78e-5,1.59487e-4,9.36e-6,1.47114e-4,9.61e-5,3.40336e-4,1.10614e-4,8.2e-6,2.22e-5
hyper,0.0045405,6.60226e-4,8.0534e-4,5.95495e-4,0.004459189,1.76756e-4,0.022190469,6.12831e-4,4.59e-6,3.54e-7,7.70928e-4,1.07232e-4,3.58914e-4,0.002842191,0.006921271,5.27679e-4,4.19e-6,2.37125e-4,4.50571e-4,2.29586e-4,5.48e-5,3.28e-5,7.03e-5,7.89e-5,3.85432e-4,2.98e-6,1.28824e-4,2.05e-7,3.65327e-4,1.0311e-4,5.67e-5,2.16343e-4,3.53e-5,2.8495e-4,9.08e-5,4.55e-5,4.09e-5,2.15033e-4,6.85e-5,2.01509e-4,1.9836e-4,1.66e-5,1.53e-5
control,0.003772088,0.016614968,6.99e-5,0.02362355,3.91735e-4,4.59e-6,0.035794276,0.011339447,1.15e-5,8.49e-6,0.003635834,0.001197501,0.008736846,0.004189868,0.003672643,7.6e-5,1.36874e-4,9.50076e-4,0.001363325,3.29407e-4,8.33e-5,1.79757e-4,2.16586e-4,6.78531e-4,8.41829e-4,4.68e-5,1.76717e-4,6.48e-7,0.001698112,4.97091e-4,1.90466e-4,4.73294e-4,8.32e-5,5.15467e-4,2.6527e-4,1.40661e-4,1.6389e-4,2.89188e-4,1.31358e-4,1.38857e-4,1.76092e-4,8.62e-5,9.17e-5
control,0.110013207,0.061813912,3.93e-5,0.009182747,0.006892601,9.88e-5,0.016551271,0.044830996,5.53e-6,3.9e-5,0.010490907,0.014472325,0.004258854,0.002506818,0.002974121,8.46e-5,0.007922961,0.00230951,5.88769e-4,0.001832475,1.23965e-4,8.78891e-4,2.89636e-4,7.47458e-4,6.16926e-4,2.79615e-4,5.37e-5,1.93975e-4,6.75159e-4,0.001324937,9.18097e-4,6.30502e-4,8.09e-5,3.10838e-4,9.86448e-4,7.73355e-4,4.75154e-4,2.09166e-4,2.95564e-4,1.33625e-4,2.26274e-4,2.68134e-4,4.93455e-4
hyper,0.420670262,0.15417078,1.57e-5,0.002256839,1.84113e-4,1.68e-5,0.003376102,0.005367764,5.69e-5,2.56e-6,6.60623e-4,0.001331736,4.57501e-4,0.001274827,0.002567622,5.54793e-4,7.55e-6,2.57692e-4,2.25155e-4,1.50221e-4,5.77e-5,6.88e-5,0.001357355,1.76296e-4,2.11121e-4,3.13e-5,5.93e-5,1.5e-6,2.78166e-4,2.44535e-4,1.75266e-4,4.57858e-4,4.45e-5,2.4946e-4,1.11672e-4,1.62682e-4,6.08e-5,1.22028e-4,1.46005e-4,2.44e-5,1.65992e-4,1.09773e-4,7.48e-5
hyper,0.002090501,0.084184211,3.33e-5,0.00291593,1.36185e-4,4.29e-7,0.014871982,0.00730588,7.58e-6,1.4e-5,0.002714163,0.003335367,0.037153077,0.023792192,0.00344924,7.64e-5,6.54005e-4,3.92906e-4,3.88641e-4,8.64241e-4,2.69e-5,0.002618776,1.58986e-4,1.38011e-4,0.002112418,4.2e-5,3.91486e-4,1.01e-6,0.001007627,5.2944e-4,2.67424e-4,4.84509e-4,3.2e-5,1.48551e-4,5.80531e-4,2.98845e-4,1.31157e-4,1.27842e-4,1.82346e-4,6.22e-5,1.13963e-4,1.313e-4,1.08444e-4
control,0.226495625,0.126820432,4.66e-5,0.008972613,3.56457e-4,4.94e-6,0.016064931,0.062644783,1.04e-6,0.004156951,0.013596315,0.019589098,2.3407e-4,0.007889198,0.004605076,1.2653e-4,1.28e-5,9.88082e-4,7.58618e-4,0.001635325,1.2702e-4,8.79609e-4,1.07298e-4,6.34744e-4,5.2941e-4,1.47584e-4,5.7442e-4,1.05937e-4,9.88516e-4,0.001625897,9.25514e-4,0.001182751,1.02024e-4,2.67428e-4,8.53988e-4,3.35445e-4,4.66645e-4,2.48635e-4,3.36465e-4,1.22863e-4,2.69431e-4,2.222e-4,2.55421e-4
control,0.00460451,0.080531971,0.070135752,0.004832871,3.22126e-4,0.033988067,0.018675292,0.011799576,2e-6,4.5e-6,0.004910635,0.005576863,0.011363657,5.95067e-4,0.004380376,4.51e-5,1.7166e-4,1.91415e-4,4.62021e-4,0.004627644,4.21e-5,1.34943e-4,9.42e-6,1.04371e-4,3.67912e-4,2.34e-5,4.07e-5,1.67e-5,1.5969e-4,3.67433e-4,3.02343e-4,2.24098e-4,4.9958e-4,2.77282e-4,2.13093e-4,0.001534193,1.982e-4,1.23122e-4,8.06e-5,1.3772e-4,5.24e-5,9.9e-5,3.04e-5
hyper,0.319878599,0.160334779,1.82303e-4,0.00410682,0.002882483,8.33e-5,0.017709314,0.032638249,7.34e-6,5.43e-6,0.005431594,0.01232815,0.004038987,0.00337177,0.003675321,3.5e-5,1.99549e-4,0.002325951,9.38312e-4,0.001456909,1.13513e-4,1.95069e-4,1.17513e-4,7.54182e-4,5.37697e-4,1.04024e-4,5.72e-5,8.16104e-4,6.52545e-4,0.001501297,9.12877e-4,6.05456e-4,8.17e-5,1.93546e-4,0.001006086,5.65698e-4,5.25223e-4,1.75694e-4,3.27577e-4,1.72075e-4,5.62092e-4,2.5104e-4,2.5613e-4
hyper,0.142675515,0.074677038,1.60664e-4,0.005277396,0.012427535,3.79e-6,0.074544007,0.027827401,3.39e-5,6.06e-5,0.041116539,0.008298996,0.00497734,0.005172813,0.004490417,8.86e-5,0.001663552,0.00281543,0.001850747,0.004498809,6.71992e-4,4.40896e-4,2.37427e-4,0.001357093,3.11074e-4,1.59625e-4,0.002756392,0.002615945,0.002834688,0.003856848,0.001388494,0.001508483,5.42077e-4,3.70568e-4,0.001235748,0.001015103,4.44332e-4,0.001094323,6.90282e-4,5.9917e-4,4.70548e-4,5.59527e-4,4.25243e-4
control,0.059727671,0.137220219,2.81347e-4,0.004506424,0.005051701,4.26e-6,0.016734406,0.062567692,6.59e-6,6.6e-5,0.016868308,0.011732312,0.004561632,0.001336054,0.003056906,7.06e-5,8.27182e-4,5.1986e-4,9.75039e-4,0.003396416,1.46851e-4,2.56043e-4,2.09426e-4,0.001209661,0.003468345,2.39843e-4,0.004257965,1.819e-4,4.6779e-4,0.002344514,0.001622746,5.37537e-4,1.30466e-4,1.30612e-4,0.001299357,7.22711e-4,3.43078e-4,7.46e-5,3.83086e-4,8.8e-5,2.46874e-4,4.22109e-4,2.53965e-4
control,0.013046403,0.101862295,1.03e-5,0.003632759,5.49065e-4,1.09e-5,0.043396859,0.063094828,5.04e-6,6.49e-6,0.021667977,0.007774654,0.014684413,0.002394064,0.004738121,6.33e-5,2.9514e-4,0.001467104,0.001320181,0.004258824,2.58412e-4,1.9141e-4,2.67783e-4,0.001207722,0.001779433,2.378e-4,1.26824e-4,5.04e-5,9.77308e-4,0.003827582,0.001478584,9.93556e-4,1.53558e-4,3.15845e-4,0.001885784,9.51176e-4,0.001276693,3.82432e-4,3.37152e-4,4.17507e-4,4.51662e-4,4.83042e-4,2.96501e-4
control,0.364655291,0.027230573,0.26507505,0.001889571,0.00262388,5.41816e-4,0.007842129,0.005413091,9.74e-7,6.84e-6,0.002746372,0.001328932,4.04052e-4,9.47797e-4,0.002485143,2.50555e-4,6.61e-5,1.83211e-4,2.20431e-4,4.34281e-4,4.53e-5,5.07e-5,2.02262e-4,1.53414e-4,4.09733e-4,8e-5,1.47785e-4,2.01e-5,2.27784e-4,3.11045e-4,1.80269e-4,5.81819e-4,1.66e-5,2.86697e-4,1.52513e-4,9.27e-5,7.75e-5,6.78e-5,6.71e-5,1.17436e-4,7.96e-5,6e-5,2.82e-5
hyper,0.604647442,0.038825552,1.6e-5,0.008315806,0.009089247,4.57e-6,0.007865773,0.00424854,2.54e-6,4.53e-6,0.001765423,0.005050503,2.56e-5,0.003760333,0.002041276,3.8e-5,1.79e-5,6.99879e-4,2.177e-4,1.90966e-4,3.38e-5,8.43e-5,1.70761e-4,2.6002e-4,4.7331e-4,8.93e-5,7.73e-6,2.87e-7,0.001588565,2.83314e-4,1.10392e-4,1.61652e-4,3.5e-5,1.35028e-4,2.38551e-4,4.47715e-4,1.02193e-4,7.07e-5,9.75e-5,6.88e-5,1.36527e-4,4.66e-5,1.40954e-4
control,0.167030518,0.119131259,7.09182e-4,0.010920022,0.001587699,3.6949e-4,0.022394383,0.009086789,6.12e-6,6.28744e-4,0.004036429,0.010332378,0.005358679,0.002568954,0.003517711,5.14e-5,3.62964e-4,0.002714301,4.29458e-4,5.5454e-4,9.61e-5,1.61606e-4,2.42944e-4,4.77491e-4,3.57646e-4,7.89e-5,5.04e-5,1.05567e-4,5.31387e-4,8.02832e-4,5.67347e-4,4.7594e-4,3.88e-5,1.05471e-4,5.65457e-4,2.32449e-4,3.40255e-4,2.09469e-4,2.36849e-4,1.05242e-4,1.58937e-4,2.15779e-4,1.09816e-4
control,0.120059113,0.020378278,0.00578641,0.010025106,3.01634e-4,1.30598e-4,0.019979863,0.022757341,0.001439685,1.23e-5,0.003642454,0.003575649,0.003288418,0.001818498,0.002878815,2.26e-5,4.28069e-4,7.95794e-4,3.78482e-4,0.001371221,1.55729e-4,7.49e-5,1.47796e-4,0.001017333,7.51034e-4,1.20218e-4,0.004222752,1.83e-5,0.001075245,0.001138768,5.40051e-4,4.45079e-4,8e-5,6.29004e-4,5.16476e-4,2.89396e-4,1.8133e-4,4.10593e-4,1.97083e-4,1.80465e-4,4.63846e-4,2.10133e-4,1.80812e-4
control,0.64996432,0.019371111,3.46e-5,0.001412414,0.002037714,0.007905711,0.005851479,0.007052215,5.2e-7,1.31568e-4,0.001641347,0.002749139,0.001783634,6.94224e-4,7.91868e-4,1.47e-5,3.8e-5,1.82534e-4,7.32e-5,2.65152e-4,4.34e-5,2.84e-5,6.39643e-4,2.5511e-4,5.43e-5,2.41e-5,5.68e-5,2.18e-5,1.88098e-4,1.82291e-4,1.25397e-4,1.28475e-4,8.03e-6,5.585e-4,1.51825e-4,7.51e-5,6.1e-5,6.33e-5,5.87e-5,3.2e-5,7.15e-5,1.3439e-4,4.82e-5
hyper,0.001753433,0.036187137,6.73e-5,0.022327677,0.004108708,6.23e-6,0.032449071,0.041992353,0.026795401,0.012193563,0.027159336,0.003669258,0.006649239,0.004726343,0.004904593,3.27e-5,4.56964e-4,0.001626758,6.29273e-4,0.001030694,3.17077e-4,2.76837e-4,1.68357e-4,0.0011346,6.24902e-4,1.21719e-4,1.84222e-4,7.36e-5,0.001730463,0.001469228,0.002191094,6.20386e-4,2.41749e-4,2.09106e-4,0.001006713,8.01308e-4,3.04446e-4,3.87422e-4,2.43428e-4,3.00831e-4,2.19355e-4,3.08336e-4,1.87593e-4
hyper,0.154989548,0.110318189,5.45e-5,0.014396073,5.06954e-4,3.49e-6,0.023545497,0.038983108,0.001417537,1.6e-5,0.045777537,0.015570595,0.004019863,0.00225637,0.005207746,4.31e-5,0.001010648,0.001032933,7.54739e-4,0.002314005,3.15764e-4,1.56421e-4,1.72464e-4,0.01070941,3.88006e-4,2.01582e-4,1.72859e-4,1.93741e-4,9.94021e-4,0.005750226,0.001232488,9.92918e-4,1.14556e-4,3.31204e-4,0.001134611,7.79294e-4,7.30081e-4,6.55104e-4,6.82854e-4,2.50603e-4,3.62832e-4,3.49347e-4,3.28268e-4
control,0.001174405,0.143394524,0.076232767,0.011420733,2.92315e-4,2.94181e-4,0.019046589,0.007608247,1.05e-5,7.12181e-4,0.013333015,0.007787163,6.90651e-4,0.007365068,0.003760564,2.51e-5,1.38e-5,0.008513627,6.47112e-4,6.85066e-4,3.04613e-4,2.0386e-4,9.68e-5,0.001391008,1.65626e-4,4.7e-5,2.89566e-4,1.11476e-4,0.001952617,0.001032968,2.97714e-4,5.85081e-4,1.48146e-4,7.73e-5,3.3569e-4,5.07287e-4,2.28698e-4,5.04995e-4,4.47757e-4,3.33411e-4,3.3557e-4,1.67955e-4,1.87713e-4
control,0.003317066,0.180812337,6.45e-6,0.023042657,0.007217807,7.35e-7,0.055449075,0.03004852,1.38e-6,3.80515e-4,0.008962813,0.022186141,1.87e-5,0.012647818,0.006207303,1.06685e-4,1.66e-5,0.005756647,0.001067587,0.001422158,3.92986e-4,0.001566669,1.23817e-4,0.001235689,4.21705e-4,1.63756e-4,1.13556e-4,4.87e-5,0.00128583,0.001941886,7.23046e-4,0.001367752,9.3e-5,1.6397e-4,7.47895e-4,7.76344e-4,3.72419e-4,5.05792e-4,0.001055498,2.31335e-4,3.8935e-4,2.57636e-4,4.50877e-4
control,0.0028349,0.124309432,1.73e-7,0.005401573,0.007329999,1.57e-5,0.01279746,0.05116521,1.25e-5,0.008395041,0.01580278,0.026755311,0.011053711,0.001754243,0.003409699,9.07e-5,0.002718956,9.1076e-4,0.001546185,0.001362336,2.01669e-4,3.32278e-4,9.47e-5,6.54348e-4,9.7225e-4,1.25273e-4,1.15896e-4,3.57e-5,7.52407e-4,0.001986686,0.001645601,5.03139e-4,4.69e-5,2.86962e-4,8.87908e-4,5.1192e-4,4.88501e-4,2.06871e-4,3.86715e-4,1.40154e-4,3.67225e-4,2.70349e-4,2.49866e-4
hyper,0.528335209,0.046377065,0.103487502,0.001595749,9.64e-5,3.88781e-4,0.00657125,0.006094603,1.59e-6,0.001987871,0.003143324,0.001676601,9.55629e-4,3.95254e-4,0.001174075,6.47e-5,1.5e-5,2.70296e-4,3.0103e-4,2.88557e-4,7.58e-5,7.78e-5,5.03745e-4,1.74256e-4,9.19e-5,4.3e-5,3.18e-5,9.42e-6,1.97029e-4,3.09397e-4,1.97574e-4,2.08405e-4,1.46e-5,1.22156e-4,1.70769e-4,1.01715e-4,9.08e-5,5.27e-5,8.16e-5,9.24e-5,8.35e-5,9.46e-5,5.1e-5
hyper,0.393095749,0.025414554,0.007164107,0.029153402,3.02901e-4,0.003032487,0.019390021,0.015907486,4.3e-6,9.49e-7,0.007931905,0.005234548,0.001793461,0.00178048,0.002392702,1.33636e-4,1.97114e-4,6.96933e-4,4.38212e-4,3.16769e-4,5.83e-5,9.76e-5,1.14224e-4,3.35076e-4,3.17702e-4,3.25e-5,4.69e-5,5.28e-5,3.73941e-4,4.54273e-4,3.31801e-4,3.29052e-4,2.31e-5,1.44865e-4,2.95742e-4,1.40002e-4,1.59933e-4,1.35692e-4,1.02459e-4,5.13e-5,1.78723e-4,1.28611e-4,8.9e-5
hyper,0.427881751,0.07037781,0.001836152,0.014299675,4.26577e-4,1.27e-5,0.018164655,0.006350243,1.37e-6,4.69e-6,0.012392554,0.00580768,0.001300741,0.00746902,0.003261269,0.001266472,1.02932e-4,0.003057615,7.90199e-4,4.19451e-4,1.63237e-4,3.57733e-4,5.52e-5,4.93426e-4,1.36192e-4,3.73059e-4,1.50887e-4,9.79e-6,0.001994032,0.00153976,2.49469e-4,7.16888e-4,6.15e-5,1.75955e-4,2.45732e-4,2.3453e-4,8.53e-5,2.93609e-4,2.30662e-4,9.62e-5,1.52981e-4,1.26487e-4,1.30186e-4
hyper,0.267888398,0.060063604,4.6117e-4,0.020539799,4.58556e-4,7.19074e-4,0.04185262,0.019201945,1.14e-5,0.002195494,0.031059527,0.00560666,3.57529e-4,0.006196187,0.004089099,3.91e-5,0.002820438,0.0055371,4.76258e-4,0.002364578,2.63847e-4,1.76719e-4,1.52344e-4,0.001835405,4.54667e-4,1.02861e-4,1.81703e-4,0.002378699,0.002260879,0.002555657,8.20545e-4,6.32721e-4,3.44165e-4,6.93334e-4,6.4596e-4,7.95202e-4,3.57254e-4,7.04583e-4,4.50336e-4,3.03127e-4,4.98488e-4,4.57472e-4,3.01561e-4
hyper,0.627508009,0.019756889,5.26781e-4,0.014542888,9.76e-5,2.58297e-4,0.00740306,0.003508201,1.75e-6,1.3e-5,0.002762594,8.55652e-4,6.62608e-4,7.45458e-4,0.001064108,2.1e-5,6.35205e-4,0.002156447,2.95902e-4,3.56345e-4,0.00164091,5.34e-5,4.95e-5,3.57886e-4,1.3843e-4,1.66e-5,2.2271e-4,2.00072e-4,4.50119e-4,4.51203e-4,1.10633e-4,1.1726e-4,2.7e-5,5.60891e-4,1.29886e-4,1.12757e-4,4.62e-5,8.57e-5,8.15e-5,6.16e-5,6.28e-5,1.02094e-4,2.14895e-4
hyper,0.002460647,0.010955665,5.4e-7,0.002244321,1.11763e-4,3.64e-7,0.011198761,0.002712893,1.67e-7,4.16e-5,0.002078052,0.040229315,1.09e-5,9.23728e-4,0.008985398,1.95e-5,1.19e-5,3.00764e-4,7.37761e-4,4.64703e-4,4.65e-5,2.12454e-4,3.54e-5,2.18659e-4,0.001754965,3.33e-5,5.21143e-4,2.33e-6,0.001028207,6.86585e-4,3.37695e-4,5.95612e-4,2.08e-5,4.73996e-4,5.52952e-4,3.04673e-4,7.29e-5,1.13052e-4,1.11302e-4,1.02136e-4,1.33099e-4,1.48619e-4,6.22e-5
control,0.00125547,0.155566848,0.004784871,0.039148855,0.002875029,0.010447458,0.035344769,0.041712541,1.65e-7,2.38e-6,0.010022216,0.033468809,5.04e-6,0.004032573,0.008102852,8.87e-5,6.63e-5,8.26701e-4,0.00102179,0.001082969,1.5442e-4,1.07212e-4,9.46e-5,9.25756e-4,4.08906e-4,0.007841678,1.02574e-4,1.68e-5,0.001128043,0.001514165,8.09096e-4,9.19508e-4,4.02e-5,1.18388e-4,6.58662e-4,3.36101e-4,4.1169e-4,2.89221e-4,4.90209e-4,1.12842e-4,5.04022e-4,2.03959e-4,2.97292e-4
hyper,0.002198386,2.69624e-4,8.07051e-4,4.53e-5,1.53e-5,1.3798e-4,4.44095e-4,7.28e-5,2.53e-7,7.33e-7,6.88e-5,1.88265e-4,6.94e-6,1.37095e-4,0.007798713,0.001415055,7.95e-7,5.15e-6,2.28e-6,2.39e-5,2.46e-5,2.7e-5,1.35e-6,7.56e-6,1.22734e-4,5.69e-7,5.25e-6,2.56e-7,9.61e-6,1.07e-5,1.28e-5,4.14e-5,2.18e-6,1.58284e-4,1.24e-5,1.03e-5,3.72e-5,1.09e-5,2.45e-6,1.48e-6,1.82e-6,2.42e-5,1.1e-6
hyper,0.01073753,0.00508701,2.402e-4,3.36191e-4,0.003396678,1.17548e-4,0.007174952,0.002929719,2.65e-5,2.95e-5,0.001089026,6.92308e-4,0.015407174,5.06834e-4,0.009502313,1.52094e-4,0.001077562,1.37161e-4,1.38497e-4,2.36025e-4,3.06e-5,7.19454e-4,1.16e-5,9.87e-5,3.33509e-4,1.69e-5,2.79e-5,4.1e-6,8.25e-5,2.26218e-4,8.42e-5,2.30244e-4,1.61e-5,7.22525e-4,1.58832e-4,1.00442e-4,7.31e-5,6.68e-5,1.66121e-4,1.26213e-4,3.28e-5,3.46e-5,2.07e-5
control,0.410504816,0.014606671,3.81e-5,0.006766139,6.82e-5,1.03e-5,0.01777368,0.013227755,1.98035e-4,1.69e-6,0.003190434,0.003123098,0.00795611,0.001468347,0.001781241,1.32e-5,0.003917992,0.00134022,2.01431e-4,7.29458e-4,1.33445e-4,4.71e-5,7.99e-5,3.90345e-4,2.40222e-4,3.87e-5,3.21485e-4,2.89e-5,5.86965e-4,5.09957e-4,4.61578e-4,1.90181e-4,4.78e-5,7.30256e-4,2.73873e-4,2.10873e-4,1.73302e-4,1.3526e-4,8.09e-5,8.59e-5,1.08674e-4,2.13814e-4,5.65e-5
hyper,0.178149326,0.211979939,1.92e-5,0.003351807,2.58353e-4,3.49678e-4,0.017351909,0.020011146,0.001825508,4.13445e-4,0.003597914,0.00329616,0.004555168,0.001442787,0.002815164,5.15e-5,0.00155401,0.001786292,6.81485e-4,0.001440926,1.44674e-4,1.52824e-4,1.87034e-4,5.64718e-4,5e-4,9.52e-5,2.67e-5,8.58324e-4,3.97285e-4,0.001251127,8.3855e-4,6.92613e-4,7.04e-5,1.58196e-4,6.79659e-4,4.99071e-4,2.40013e-4,1.43271e-4,2.48238e-4,2.14989e-4,2.121e-4,1.80866e-4,1.8363e-4
hyper,0.003630269,0.153420163,9.39e-7,0.027551396,0.001920068,4.74e-7,0.026495751,0.001916469,4.3e-6,5.35e-7,0.002231278,0.001700175,0.004293126,0.008088171,0.005250656,6.04e-5,5.5e-5,5.21978e-4,2.18487e-4,6.65083e-4,2.21372e-4,5.15125e-4,2.29e-5,5.29954e-4,3.53303e-4,2.47e-5,1.52722e-4,3.2e-6,0.001218916,5.41112e-4,2.01111e-4,4.9736e-4,4.14e-5,2.61617e-4,2.54738e-4,1.20807e-4,6.11313e-4,5.78164e-4,2.00217e-4,7.47e-5,4.75238e-4,1.27416e-4,1.17165e-4
control,0.005059021,0.090582605,3.26975e-4,0.037613123,0.001195782,2.2e-5,0.043993404,0.002749164,0.003804551,3.75e-6,0.017646851,7.27958e-4,0.001818858,0.017290903,0.020104619,0.00125017,2.71e-5,0.004476006,8.79043e-4,6.15039e-4,1.07276e-4,1.32643e-4,6.33e-5,3.92388e-4,3.99481e-4,1.27e-5,4.17e-5,1.28e-5,0.001155904,7.8115e-4,1.83075e-4,6.73841e-4,2.84e-5,6.22086e-4,3.13737e-4,7.53e-5,2.79229e-4,5.87582e-4,2.54036e-4,7.65e-5,3.57168e-4,1.28757e-4,7.64e-5
hyper,0.001742516,0.04452949,3.48981e-4,0.046415985,3.67147e-4,1.31e-5,0.039856883,0.002655253,5.49e-6,1.13e-6,0.033009691,0.006328545,1.34e-5,0.00544382,0.006389132,8.64e-5,1.51e-5,0.002328023,6.5924e-4,3.63031e-4,6.98013e-4,9.82e-5,8.18e-5,0.001243585,2.67561e-4,2.8e-5,2.53388e-4,4.9e-6,0.001985711,6.93104e-4,1.06733e-4,0.001554591,2.86459e-4,2.161e-4,2.98005e-4,3.22812e-4,1.37363e-4,6.837e-4,1.48031e-4,1.66486e-4,2.80506e-4,1.68273e-4,2.10731e-4
hyper,0.003036415,0.041673531,7.01e-6,0.009174497,0.005647816,1.32e-6,0.023803092,0.016731079,3.77e-6,0.009145371,0.003761718,0.003086656,0.004813882,0.005322108,0.004320963,6.62e-5,1.99017e-4,5.15402e-4,3.17905e-4,5.7771e-4,7.14e-5,2.20053e-4,1.35736e-4,5.74963e-4,1.73119e-4,1.69277e-4,7.41e-5,6.19e-5,6.71701e-4,9.54968e-4,3.53904e-4,5.15837e-4,4.93e-5,1.52177e-4,3.19946e-4,2.99964e-4,2.1205e-4,0.00024173400000000001,2.23539e-4,8.23e-5,1.99249e-4,1.12742e-4,9.52e-5
control,0.003719948,0.167563865,0.006799357,0.009917471,0.004748995,1.55e-5,0.012103029,0.037177921,4.08e-6,1.46e-5,0.005198369,0.006911882,0.006945281,0.003554337,0.003463155,1.65525e-4,4.02593e-4,7.09184e-4,9.72726e-4,7.99014e-4,1.12206e-4,1.71633e-4,3.03945e-4,4.16809e-4,7.5492e-4,6.16e-5,3.72717e-4,7.23e-6,4.17698e-4,9.98199e-4,6.66579e-4,7.14048e-4,2.6e-5,1.28229e-4,6.38649e-4,2.66843e-4,3.91366e-4,2.47285e-4,1.69552e-4,6.51e-5,2.14929e-4,2.07402e-4,1.32788e-4
